,loan_amnt,funded_amnt,funded_amnt_inv,term_mths,int_rate_pct,installment,grade,sub_grade,emp_title,emp_length_yrs,home_ownership,annual_inc,verification_status,issue_d,pymnt_plan,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d,collections_12_mths_ex_med,policy_code,pub_rec_bankruptcies,actual_status,predicted_status
24772,9000,9000,9000.0,36,0.1472,310.76,3,15,22990,2,5,55000.0,1,17,0,2,4383,791,5,13.81,1,17,0,23,0,10,0,19578,0.783,22,0,0,10987.40516,10987.41,9000.0,1987.41,0.0,5,3231.82,11,0,1,0,2,2
7750,16000,16000,15975.0,36,0.1199,531.36,2,10,27071,11,1,69600.0,3,4,0,2,1444,679,6,12.86,1,329,0,22,0,11,0,22330,0.883,24,0,0,19128.63874,19098.75,16000.0,3128.64,0.0,30,532.68,13,0,1,0,2,2
6075,6000,6000,6000.0,36,0.1349,203.59,3,11,20994,10,5,30000.0,1,4,0,10,1743,568,17,9.68,1,99,3,17,0,6,0,537,0.08,14,0,0,7328.918455,7328.92,6000.0,1328.92,0.0,23,216.17,22,0,1,0,2,2
34957,11000,11000,10975.0,36,0.1568,385.02,5,21,16174,10,1,50004.0,2,34,0,5,761,648,43,13.94,0,113,0,26,0,9,0,11929,0.487,18,0,0,13884.61178,13853.06,10999.98,2865.38,19.25000001,42,388.54,10,0,1,0,2,2
10342,10000,10000,9973.972292,60,0.1199,222.4,2,10,24040,10,4,36000.0,2,6,0,3,4705,620,36,2.33,0,46,2,0,0,5,0,2366,0.526,13,0,0,8228.8,8181.54,5435.84,2769.86,0.0,30,222.4,4,0,1,0,1,1
34497,4000,4000,3975.0,36,0.1537,139.39,4,20,14915,2,1,21948.0,1,32,0,3,3697,230,49,1.91,0,114,1,77,0,5,0,370,0.218,7,0,0,4906.268152,4875.6,4000.0,906.27,0.0,71,1564.64,18,0,1,0,2,2
14870,1000,1000,1000.0,36,0.1099,32.74,2,8,5272,11,1,37000.0,1,9,0,10,5542,687,6,23.06,0,234,1,0,0,8,0,12146,0.861,18,0,0,1178.384723,1178.38,1000.0,178.38,0.0,35,37.18,11,0,1,0,2,2
29207,5500,5500,5500.0,36,0.1273,184.62,3,11,25064,2,5,62472.0,1,21,0,7,16331,7,20,10.58,0,33,0,39,0,6,0,1463,0.172,13,0,0,6646.533368,6646.53,5500.0,1146.53,0.0,1,202.59,25,0,1,0,2,2
7968,4800,4800,4800.0,36,0.0749,149.29,1,4,14485,11,1,92000.0,3,4,0,3,14905,756,5,15.63,0,243,0,0,0,18,0,24455,0.589,52,0,0,5373.426143,5373.43,4800.0,573.43,0.0,22,311.25,10,0,1,0,2,2
15708,8000,8000,8000.0,36,0.1602,281.34,4,20,504,3,5,54000.0,2,9,0,10,5987,53,31,14.69,0,63,0,42,0,6,0,2761,0.952,9,0,0,10116.95816,10116.96,8000.0,2116.96,0.0,41,858.95,25,0,1,0,2,2
32727,20500,20500,20425.0,36,0.1496,710.23,4,17,17144,5,1,90000.0,3,27,0,12,7078,708,44,16.12,0,449,0,0,0,21,0,5090,0.071,44,0,0,25604.04478,25510.37,20500.0,5068.54,35.51000006,13,742.03,33,0,1,0,2,2
421,7200,7200,7175.0,36,0.0603,219.14,1,1,24793,5,1,60000.0,1,1,0,10,13802,715,4,2.54,0,121,0,68,0,6,0,3859,0.06,20,0,0,7882.326305,7854.96,7200.0,682.33,0.0,30,873.09,11,0,1,0,2,2
37046,11500,11500,1025.0,36,0.0838,362.39,1,5,25596,4,1,107000.0,1,48,0,2,17919,662,43,8.16,0,246,1,0,0,12,0,18314,0.506,32,0,0,11809.38286,1052.59,11500.0,309.38,0.0,107,10723.02,111,0,1,0,2,2
10998,5600,5600,5600.0,36,0.1099,183.32,2,8,10057,3,5,52800.0,1,6,0,2,2244,708,44,22.93,0,289,1,0,117,19,1,8777,0.307,55,0,0,6540.923171,6540.92,5600.0,940.92,0.0,19,1603.5,54,0,1,1,2,2
23515,12000,12000,11770.59511,60,0.1186,266.09,2,10,9542,5,1,100000.0,1,15,0,1,4633,90,34,0.86,1,23,2,8,0,8,0,3589,0.148,14,0,0,15885.63998,15497.7,12000.0,3870.64,14.99999993,2,2600.26,63,0,1,0,2,2
24959,25000,25000,24150.0,36,0.1645,884.5,5,21,4238,11,1,110000.0,3,17,0,3,5252,637,43,9.97,0,191,0,0,103,8,1,15661,0.87,22,0,0,13719.88,13252.69,8456.15,4323.79,0.0,65,920.62,1,0,1,1,1,1
11361,8000,8000,8000.0,36,0.1059,260.36,2,7,22343,4,1,50000.0,1,6,0,10,10123,20,39,3.89,0,68,3,0,0,3,0,4693,0.313,12,0,0,9076.174889,9076.17,8000.0,1076.17,0.0,6,1859.04,40,0,1,0,2,2
18297,14125,14125,14125.0,36,0.0579,428.37,1,2,27100,11,1,48000.0,1,11,0,3,5297,568,17,18.3,0,163,0,0,0,10,0,4105,0.122,40,0,0,15421.20775,15421.21,14125.0,1296.21,0.0,41,460.24,28,0,1,0,2,2
245,12000,12000,12000.0,36,0.0751,373.33,1,3,28761,11,5,42000.0,1,1,0,3,4864,390,35,10.74,0,154,1,0,0,7,0,18913,0.43,17,0,0,13459.56667,13459.57,12000.0,1444.57,14.99999996,2,24.36,18,0,1,0,2,2
19478,10000,10000,9975.0,36,0.0766,311.8,1,5,3303,11,1,62316.0,2,12,0,3,5056,127,38,18.95,0,315,1,0,0,6,0,11038,0.8,29,0,0,10994.27759,10966.79,10000.0,994.28,0.0,5,4785.21,19,0,1,0,2,2
24700,1000,1000,1000.0,36,0.1484,34.59,4,16,4889,5,5,22296.0,2,17,0,9,11496,167,38,3.93,0,172,2,63,0,4,0,1969,0.895,11,0,0,1230.418128,1230.42,1000.0,230.42,0.0,37,299.13,11,0,1,0,2,2
16918,12000,12000,11975.0,60,0.164,294.38,5,21,18661,6,5,65000.0,1,10,0,3,5055,387,35,20.88,0,68,0,66,0,12,0,34850,0.751,28,0,0,14911.99975,14880.93,12000.0,2912.0,0.0,16,9327.87,11,0,1,0,2,2
16968,24000,24000,23818.44408,60,0.1936,627.34,6,29,27274,11,1,65000.0,3,10,0,3,4864,718,4,19.26,0,22,0,0,0,9,0,9735,0.681,19,0,0,37013.06,36542.56,23366.28,13613.8,0.0,45,627.34,66,0,1,0,1,2
10968,4000,4000,4000.0,36,0.1099,130.94,2,8,4751,2,1,98004.0,1,6,0,10,13802,626,43,9.48,0,123,0,66,0,5,0,5673,0.551,10,0,0,4693.58422,4693.58,4000.0,693.58,0.0,25,53.89,31,0,1,0,2,2
12255,15000,15000,15000.0,60,0.1349,345.08,3,12,2569,11,5,90000.0,2,7,0,3,5055,18,20,13.68,0,302,2,39,0,12,0,3063,0.128,34,0,0,20703.98545,20703.99,15000.0,5703.99,0.0,54,344.26,34,0,1,0,2,2
34171,6000,6000,5950.0,36,0.1221,199.89,2,10,28264,11,1,130000.0,2,31,0,2,8246,471,24,15.14,3,305,2,15,0,6,0,1000,0.714,18,0,0,7196.00481,7136.04,6000.0,1196.01,0.0,31,213.89,43,0,1,0,2,2
27026,17000,11475,11307.52275,60,0.1149,252.31,2,9,11846,10,1,60000.0,3,19,0,3,4864,717,4,9.24,0,105,0,0,0,7,0,12253,0.696,17,0,0,15138.40998,14885.61,11475.0,3663.41,0.0,62,295.42,35,0,1,0,2,2
35072,6000,6000,5814.145149,36,0.0932,191.69,1,4,19061,1,5,48500.0,2,34,0,10,11382,181,21,4.08,0,1,0,0,0,7,0,4014,0.259,20,0,0,6908.128423,6692.67,6000.0,908.13,0.0,51,233.22,64,0,1,0,2,2
29169,16000,16000,15821.13991,36,0.1385,545.67,3,14,13954,7,5,81000.0,1,21,0,3,8872,521,15,12.5,0,121,2,38,0,12,0,6799,0.366,34,0,0,19645.09292,19420.0,16000.0,3645.09,0.0,1,570.18,11,0,1,0,2,2
34776,12000,12000,3905.838409,36,0.1411,410.75,4,16,25833,3,5,62204.0,3,33,0,3,14051,69,31,22.03,0,90,0,0,0,18,0,4532,0.324,22,0,0,14533.32188,4730.51,12000.0,2533.32,0.0,71,4267.05,11,0,1,0,2,2
16468,14000,14000,13950.0,60,0.1,297.46,2,7,9708,3,1,50000.0,2,10,0,1,10317,721,4,6.22,0,155,0,0,0,6,0,1242,0.123,9,0,0,17558.90001,17496.19,14000.0,3558.9,0.0,36,2177.48,15,0,1,0,2,2
11260,16000,16000,16000.0,60,0.1839,409.7,5,22,16704,5,5,32904.0,3,6,0,7,5841,103,34,5.43,0,33,0,0,0,5,0,1996,0.212,7,0,0,22235.12185,22235.12,16000.0,6235.12,0.0,29,9948.15,28,0,1,0,2,2
10441,30000,30000,26939.24845,60,0.1969,789.66,5,25,7784,11,5,140000.0,2,6,0,3,5055,60,31,5.91,2,420,0,4,0,8,0,19445,0.661,20,0,0,39933.20973,32576.25,30000.0,9933.21,0.0,26,22569.46,11,0,1,0,2,2
16506,16000,16000,13613.86083,60,0.1528,383.0,4,18,7456,11,1,36077.28,1,10,0,3,3697,361,18,15.33,0,171,0,50,108,10,1,11011,0.598,25,0,0,22211.98,17613.65,16000.0,6211.98,0.0,17,22.11,6,0,1,1,2,2
10658,4000,4000,4000.0,36,0.1199,132.84,2,10,26867,7,1,66000.0,2,6,0,14,17607,12,20,2.16,0,197,2,40,0,4,0,3610,0.376,17,0,0,4782.159686,4782.16,4000.0,782.16,0.0,22,133.49,31,0,1,0,2,2
15763,28000,28000,28000.0,60,0.1491,664.8,4,17,19886,2,1,65000.0,2,9,0,12,15866,329,2,2.55,0,111,0,0,0,3,0,285,0.285,10,0,0,39887.64605,39887.65,28000.0,11887.65,0.0,64,664.44,2,0,1,0,2,2
6013,24000,24000,23975.0,60,0.1864,617.83,5,21,8926,6,1,132000.0,3,3,0,3,1138,158,38,10.03,0,219,2,0,87,9,1,6280,0.683,22,0,0,21624.05,21601.59,11265.46,10327.51,0.0,30,617.83,4,0,1,1,1,1
23593,12000,12000,12000.0,36,0.1323,405.66,3,11,27133,11,5,96000.0,2,16,0,3,3697,816,47,17.34,1,156,0,15,0,8,0,11758,0.759,21,0,0,14410.93534,14410.94,12000.0,2410.94,0.0,37,3869.7,7,0,1,0,2,2
28224,2000,2000,2000.0,36,0.1607,70.39,4,20,4077,4,5,39000.0,1,20,0,7,10743,745,5,16.55,0,42,0,0,0,5,0,4626,0.925,5,0,0,2493.516828,2493.52,2000.0,493.52,0.0,24,670.74,17,0,1,0,2,2
30137,10000,10000,9900.0,36,0.1025,323.85,2,7,22170,4,4,93000.0,1,23,0,3,6236,45,7,2.71,0,197,3,33,0,10,0,9612,0.411,47,0,0,10554.55132,10449.01,10000.0,554.55,0.0,79,8621.25,19,0,1,0,2,2
8594,24800,24800,24750.0,36,0.0749,771.33,1,4,22273,5,1,130000.0,3,5,0,5,219,307,10,13.71,0,148,1,0,0,11,0,9025,0.19,23,0,0,27636.44819,27580.73,24800.0,2836.45,0.0,29,6064.76,28,0,1,0,2,2
28346,2000,2000,2000.0,36,0.1459,68.93,4,16,22179,11,5,78000.0,2,20,0,7,8318,773,5,6.23,0,242,2,0,0,8,0,4401,0.899,15,0,0,2483.387384,2483.39,2000.0,483.39,0.0,6,74.79,11,0,1,0,2,2
11029,25000,25000,24950.0,60,0.1299,568.7,3,11,21658,5,1,75600.0,3,6,0,7,9769,600,3,21.87,0,324,0,0,0,20,0,24763,0.389,47,0,0,34121.91,34053.67,25000.0,9121.91,0.0,54,568.61,11,0,1,0,2,2
4053,24000,24000,23975.0,60,0.1758,603.98,4,19,8556,2,1,80000.0,3,2,0,3,1220,514,15,13.92,0,195,2,38,0,7,0,341,0.074,23,0,0,35085.15007,35048.6,24000.0,11085.15,0.0,57,9754.47,7,0,1,0,2,2
1096,29100,29100,29100.0,60,0.2391,835.63,7,34,20573,10,5,95000.0,2,1,0,3,11195,89,34,16.41,1,100,0,15,0,4,0,3988,0.997,22,0,0,40059.16855,40059.17,29100.0,10959.17,0.0,7,23356.73,1,0,1,0,2,2
5640,10000,10000,9750.0,36,0.1242,334.16,2,9,20371,2,5,55000.0,2,3,0,14,12476,253,28,11.91,0,28,0,36,0,14,0,7118,0.381,21,0,0,11152.03514,10873.23,10000.0,1152.04,0.0,5,7146.81,44,0,1,0,2,2
6861,10000,10000,9950.0,36,0.079,312.91,1,4,9801,1,1,62000.0,1,4,0,5,8440,297,10,9.08,0,51,0,0,0,23,0,3542,0.04,41,0,0,11264.46,11208.14,10000.0,1264.46,0.0,23,318.42,24,0,1,0,2,2
1028,21000,21000,21000.0,60,0.1171,464.07,2,8,28624,2,5,75000.0,3,1,0,2,4276,13,20,8.88,0,179,0,0,0,6,0,12076,0.827,21,0,0,25569.94268,25569.94,21000.0,4569.94,0.0,25,10161.21,13,0,1,0,2,2
5292,3000,3000,3000.0,36,0.1349,101.8,3,11,5234,11,1,105000.0,2,3,0,5,12488,20,39,17.82,0,44,1,64,0,8,0,45559,0.899,32,0,0,3421.678318,3421.68,3000.0,421.68,0.0,37,2003.88,29,0,1,0,2,2
17153,9350,9350,9100.0,36,0.1037,303.33,2,8,12001,1,5,83196.0,2,10,0,2,7903,786,5,13.05,0,81,0,0,0,5,0,16091,0.738,24,0,0,10731.14559,10444.22,9350.0,1381.15,0.0,26,1353.4,62,0,1,0,2,2
9374,7000,7000,6975.0,60,0.1599,170.19,4,17,10449,2,1,94500.0,3,5,0,10,1924,254,28,21.22,2,110,0,20,85,8,1,2313,0.269,19,0,0,8301.074203,8271.43,7000.0,1301.07,0.0,37,3591.93,29,0,1,1,2,2
15755,4500,4500,4500.0,60,0.1677,111.29,5,22,5847,4,1,64800.0,1,9,0,7,6881,556,25,10.42,0,224,1,32,0,7,0,27736,0.603,16,0,0,311.61,311.61,48.2,62.62,0.0,71,111.29,1,0,1,0,1,1
33500,25000,25000,14557.01824,36,0.1411,855.73,4,16,9076,3,1,116736.0,3,29,0,10,1472,504,15,15.53,0,32,1,0,0,11,0,26438,0.487,30,0,0,4444.99,2628.46,2284.79,1134.21,0.0,89,855.73,1,0,1,0,1,1
22672,15000,15000,14554.63881,60,0.1557,361.36,4,20,15412,11,1,50500.0,2,15,0,5,8440,53,31,4.23,0,90,2,24,0,4,0,5770,0.671,15,0,0,20873.9787,20134.65,15000.0,5855.91,18.07000004,35,2510.71,12,0,1,0,2,2
33919,1000,1000,1000.0,36,0.1411,34.23,4,16,13256,11,1,69743.0,1,31,0,3,16198,820,47,3.63,0,44,2,0,113,6,1,9795,0.951,17,0,0,1232.228559,1232.23,1000.0,232.23,0.0,8,38.08,61,0,1,1,2,2
20384,2500,2500,2500.0,36,0.1372,85.11,3,15,4078,2,5,95000.0,1,13,0,5,17270,796,5,22.95,1,230,1,9,0,12,0,13815,0.973,48,0,0,3063.735281,3063.74,2500.0,563.74,0.0,20,88.08,14,0,1,0,2,2
16084,3500,3500,3500.0,60,0.0729,69.79,1,4,15311,6,1,33600.0,3,9,0,1,9286,727,32,7.75,0,171,0,0,0,10,0,2969,0.116,38,0,0,4161.239998,4161.24,3500.0,661.24,0.0,61,829.64,35,0,1,0,2,2
29179,10000,10000,9968.44832,36,0.1348,339.25,3,13,4417,4,5,36000.0,1,21,0,4,6667,304,10,11.17,0,187,1,0,0,2,0,16552,0.971,10,0,0,12029.12851,11985.06,10000.0,2012.17,16.96,31,3558.21,11,0,1,0,2,2
35113,12000,12000,11625.0,36,0.0963,385.14,1,5,17799,3,5,60000.0,1,34,0,8,8983,771,5,4.32,0,270,0,0,0,8,0,3428,0.061,11,0,0,12878.23867,12475.8,12000.0,878.24,0.0,86,7039.34,87,0,1,0,2,2
16597,9000,9000,9000.0,60,0.0963,189.59,2,6,881,4,1,60000.0,2,10,0,3,4851,637,43,19.36,0,159,0,0,0,17,0,2951,0.099,50,0,0,11312.61001,11312.61,9000.0,2312.61,0.0,43,671.76,11,0,1,0,2,2
880,26000,26000,26000.0,36,0.0751,808.89,1,3,27000,8,1,105000.0,3,1,0,3,5055,272,11,15.3,0,43,0,0,0,8,0,15093,0.786,33,0,0,28140.89977,28140.9,26000.0,2140.9,0.0,10,6642.31,51,0,1,0,2,2
16950,18275,18275,18225.0,60,0.1417,426.84,3,15,24913,10,1,48000.0,3,10,0,3,5290,274,11,20.82,0,66,1,0,0,10,0,18267,0.618,18,0,0,25610.38006,25540.31,18275.0,7335.38,0.0,64,426.82,22,0,1,0,2,2
26640,11200,11200,11150.0,60,0.1595,272.07,4,19,8415,3,5,48000.0,2,18,0,3,13477,672,43,19.7,0,74,0,0,0,11,0,10456,0.823,11,0,0,16323.73002,16250.86,11200.0,5123.73,0.0,62,300.56,13,0,1,0,2,2
23752,12000,12000,10750.0,60,0.1682,297.08,5,22,7212,1,5,54000.0,1,16,0,3,3254,94,34,13.4,0,138,2,0,0,8,0,22945,0.889,10,0,0,891.24,798.19,391.09,497.9,0.0,76,297.08,11,0,1,0,1,1
17427,10000,10000,9950.0,60,0.1037,214.3,2,8,18757,6,1,48000.0,1,10,0,3,4864,766,5,12.47,0,78,0,0,0,5,0,17537,0.835,18,0,0,12731.5,12667.84,10000.0,2731.5,0.0,36,2690.22,58,0,1,0,2,2
32738,12400,12400,12300.0,36,0.1183,410.87,2,8,19022,5,1,154000.0,1,27,0,4,5963,416,15,17.38,0,247,1,27,0,10,0,452,0.084,24,0,0,14183.13883,14068.76,12400.0,1783.14,0.0,73,7908.69,75,0,1,0,2,2
28926,2000,2000,2000.0,36,0.1348,67.85,3,13,2450,11,5,59000.0,2,21,0,2,9984,760,5,13.24,0,154,0,26,0,4,0,3533,0.721,13,0,0,2265.920092,2265.92,2000.0,265.92,0.0,71,1386.35,71,0,1,0,2,2
2104,10000,10000,10000.0,36,0.1269,335.45,2,10,6032,2,5,52000.0,1,2,0,3,6425,819,47,7.04,0,40,0,32,0,9,0,6452,0.665,14,0,0,12076.12628,12076.13,10000.0,2076.13,0.0,17,353.71,6,0,1,0,2,2
13268,4500,4500,4500.0,36,0.0999,145.19,2,6,12706,2,5,25596.0,1,7,0,10,16346,791,5,11.86,0,86,1,0,0,5,0,7368,0.447,8,0,0,5226.473048,5226.47,4500.0,726.47,0.0,39,157.01,57,0,1,0,2,2
15533,10000,10000,10000.0,60,0.1417,233.57,3,15,16021,8,1,49992.0,3,9,0,1,9097,142,38,7.83,0,90,1,81,0,8,0,7178,0.422,13,0,0,13816.17,13816.17,10000.0,3816.17,0.0,61,2858.57,61,0,1,0,2,2
13391,35000,35000,34975.0,60,0.2062,939.41,6,27,12509,5,1,130000.0,3,7,0,5,1427,395,35,21.16,0,134,0,0,0,16,0,31831,0.936,41,0,0,54714.7599,54675.68,35000.0,19714.76,0.0,36,13390.59,11,0,1,0,2,2
4538,25000,25000,25000.0,60,0.1065,539.21,2,7,27354,2,5,60000.0,3,2,0,3,14208,708,44,10.38,0,164,0,0,0,15,0,3233,0.265,26,0,0,30061.29424,30061.29,25000.0,5061.29,0.0,41,15583.74,4,0,1,0,2,2
12091,12000,12000,11950.0,60,0.1299,272.98,3,11,9154,11,1,129600.0,1,7,0,1,17388,173,38,4.98,0,231,1,39,0,13,0,7414,0.184,35,0,0,15830.88798,15764.93,12000.0,3830.89,0.0,46,39.96,20,0,1,0,2,2
36164,7000,5600,908.726495,36,0.1254,187.45,3,15,9013,3,5,79000.0,1,41,0,3,7618,785,5,10.92,0,171,0,28,108,15,1,7465,0.746,23,0,0,6748.102323,937.46,5600.0,1148.1,0.0,69,187.67,22,0,1,1,2,2
37157,3975,3975,850.0008888,36,0.1217,132.35,4,17,27848,11,5,27000.0,1,49,0,3,13802,119,34,23.2,0,101,1,25,0,8,0,4504,0.392,11,0,0,2529.65,539.72,1901.0,596.19,14.98526634,93,132.35,11,0,1,0,1,1
36837,7200,7200,2750.0,36,0.1134,236.88,3,12,19795,10,5,37000.0,1,47,0,2,7048,676,6,24.31,0,170,2,0,0,13,0,6422,0.145,30,0,0,7713.733168,2946.24,7200.0,513.73,0.0,100,2347.25,51,0,1,0,2,2
9290,20000,20000,18502.86863,60,0.1879,516.51,5,23,8582,1,5,75996.0,3,5,0,3,13525,781,5,12.58,1,30,0,23,0,4,0,7903,0.491,23,0,0,30443.69,26957.33,20000.0,10443.69,0.0,12,6182.2,11,0,1,0,2,2
31194,7200,7200,7050.0,36,0.1287,242.16,3,11,10844,10,5,60000.0,1,24,0,14,16237,739,33,14.34,0,4,0,48,0,9,0,1068,0.109,19,0,0,8718.282902,8536.65,7200.0,1518.28,0.0,37,248.3,38,0,1,0,2,2
3037,14000,14000,13750.0,36,0.079,438.07,1,4,13489,8,1,90000.0,1,2,0,5,8330,766,5,18.28,0,48,0,0,0,12,0,9291,0.276,17,0,0,15770.26,15488.65,14000.0,1770.26,0.0,17,442.23,57,0,1,0,2,2
30594,1000,1000,900.0,36,0.0714,30.94,1,3,24125,10,5,51000.0,1,23,0,7,1133,56,31,16.99,0,230,1,0,0,5,0,737,0.078,8,0,0,1011.84,910.66,1000.0,11.84,0.0,85,980.98,15,0,1,0,2,2
23872,20000,20000,19454.4635,60,0.1323,457.42,3,11,553,11,1,81996.0,3,16,0,3,6171,149,38,8.81,0,259,1,45,0,10,0,24685,0.445,30,0,0,24055.66,23135.3,13317.57,7104.22,22.87,23,400.0,11,0,1,0,1,1
10575,5000,5000,5000.0,36,0.1099,163.67,2,8,163,7,5,40992.0,2,6,0,3,4864,54,31,1.93,0,25,0,0,0,2,0,1774,0.657,9,0,0,5501.459388,5501.46,5000.0,501.46,0.0,13,2504.81,19,0,1,0,2,2
35380,12000,12000,2799.994326,36,0.1316,405.25,3,13,13835,8,1,81000.0,1,36,0,3,3113,777,5,20.5,0,105,0,0,0,7,0,57822,0.785,17,0,0,9540.56,2224.96,7113.83,2205.08,0.0,76,405.25,1,0,1,0,1,1
28140,10500,10500,10445.35483,60,0.1099,228.25,2,9,14414,2,5,45660.0,1,20,0,3,5332,760,5,11.38,0,98,0,0,0,6,0,14211,0.643,10,0,0,13708.18001,13635.34,10500.0,3193.18,15.00000004,36,702.91,58,0,1,0,2,2
18206,14000,14000,13899.41271,36,0.0766,436.52,1,5,12509,9,1,201000.0,3,11,0,3,4864,762,5,10.39,0,333,2,56,0,9,0,30184,0.535,26,0,0,14792.3748,14672.42,14000.0,792.37,0.0,40,39.73,27,0,1,0,2,2
24031,2800,2800,2775.0,36,0.1038,90.85,2,6,9451,5,5,28800.0,1,16,0,3,1754,54,31,17.79,0,253,0,25,0,5,0,10052,0.76,14,0,0,3270.910998,3241.71,2800.0,470.91,0.0,9,94.8,24,0,1,0,2,2
33483,3000,3000,2975.0,36,0.08,94.01,1,3,7766,9,1,30000.0,2,29,0,3,13802,709,44,10.4,0,88,0,0,0,12,0,8112,0.182,21,0,0,3059.77,3034.26,3000.0,59.77,0.0,90,2872.74,62,0,1,0,2,2
4564,14000,14000,13950.0,60,0.1942,366.42,5,23,3840,11,5,46500.0,1,3,0,3,5309,88,34,15.14,1,45,0,12,0,13,0,10699,0.669,36,0,0,20660.41587,20586.63,14000.0,6660.42,0.0,2,7118.49,11,0,1,0,2,2
9523,20000,20000,19950.0,60,0.1149,439.76,2,9,24061,4,1,60000.0,3,5,0,2,13654,768,5,12.92,0,170,2,0,0,7,0,20638,0.605,21,0,0,24267.36573,24206.7,19999.99,4267.38,0.0,19,12872.09,30,0,1,0,2,2
20113,6325,6325,6325.0,36,0.0654,193.98,1,4,4565,10,1,130000.0,1,12,0,5,12240,66,31,5.92,0,161,0,57,0,17,0,43,0.002,27,0,0,6983.339931,6983.34,6325.0,658.34,0.0,20,220.34,22,0,1,0,2,2
13020,12000,12000,12000.0,60,0.1649,294.96,4,18,7849,11,5,48000.0,3,7,0,12,15866,77,34,18.63,0,316,0,0,0,9,0,11376,0.577,18,0,0,7139.08,7139.08,3642.22,3451.38,44.95127927,26,30.19,11,0,1,0,1,1
11727,35000,35000,32979.63512,60,0.1099,760.82,2,8,9363,5,1,90000.0,3,6,0,3,9100,57,31,11.93,0,159,0,0,0,15,0,4375,0.095,39,0,0,44707.10998,41627.79,35000.0,9707.11,0.0,11,12763.19,11,0,1,0,2,2
2564,25975,25975,25937.98454,60,0.2206,718.29,6,29,6093,11,1,66000.0,3,1,0,2,4253,675,6,24.85,0,104,1,0,0,14,0,22084,0.849,28,0,0,43097.14462,43021.12,25975.0,17122.14,0.0,49,718.03,7,0,1,0,2,2
22897,10000,10000,9796.198894,36,0.0654,306.68,1,4,27727,6,1,92040.0,3,15,0,2,12419,760,5,10.07,0,68,3,0,0,15,0,22595,0.34,32,0,0,8723.91,8544.42,7595.47,990.64,0.0,1,26.6,1,0,1,0,1,1
7917,14000,14000,13950.0,36,0.0542,422.24,1,1,9760,4,5,80000.0,1,4,0,2,2822,771,5,6.76,0,437,0,0,0,6,0,23983,0.571,15,0,0,15116.89882,15062.91,14000.0,1116.9,0.0,38,4150.84,28,0,1,0,2,2
4990,14000,14000,14000.0,60,0.1727,349.98,4,18,7672,10,1,72000.0,2,3,0,3,5055,672,43,15.72,0,61,3,57,0,5,0,11687,0.657,30,0,0,20394.74002,20394.74,14000.0,6394.74,0.0,62,5367.57,7,0,1,0,2,2
5416,16000,16000,15750.0,36,0.0751,497.78,1,3,11681,6,1,100995.0,2,3,0,3,3757,505,15,12.58,0,171,0,0,0,10,0,15538,0.204,17,0,0,16475.73194,16218.3,16000.0,475.73,0.0,51,14488.26,64,0,1,0,2,2
28248,1950,1950,1950.0,36,0.1311,65.81,3,12,28106,3,5,31200.0,1,20,0,10,16385,796,5,15.08,0,47,1,25,0,6,0,4100,0.911,13,0,0,2369.075229,2369.08,1950.0,419.08,0.0,10,71.87,1,0,1,0,2,2
21275,2500,2500,2475.0,36,0.0691,77.09,1,5,27105,4,1,41820.0,2,13,0,7,9283,820,47,10.39,0,52,0,24,0,6,0,1543,0.514,15,0,0,2514.71,2489.56,2500.0,14.71,0.0,76,2514.95,77,0,1,0,2,2
8383,8000,8000,8000.0,36,0.0542,241.28,1,1,15936,6,1,75000.0,1,5,0,14,17670,7,20,17.58,0,34,3,0,0,10,0,13100,0.378,22,0,0,8686.027664,8686.03,8000.0,686.03,0.0,30,248.59,24,0,1,0,2,2
18504,16000,16000,16000.0,60,0.2011,424.89,7,31,4451,7,1,83000.0,3,11,0,3,5003,769,5,7.49,0,74,0,0,0,8,0,10692,0.955,9,0,0,19034.15887,19034.16,16000.0,3034.16,0.0,40,14367.61,1,0,1,0,2,2
30552,6000,6000,6000.0,36,0.0788,187.69,1,5,1652,8,1,46500.0,1,23,0,6,8318,427,23,10.3,0,152,0,74,0,7,0,1490,0.096,27,0,0,6631.506051,6631.51,6000.0,631.51,0.0,65,2691.98,7,0,1,0,2,2
36603,21000,21000,7882.064377,36,0.1197,697.2,3,14,2830,1,1,151000.0,1,46,0,2,3734,770,5,7.99,0,72,3,35,0,9,0,17788,0.527,17,0,0,25155.89771,9100.36,20999.99,4155.9,0.0,72,59.83,74,0,1,0,2,2
32631,4750,4750,4750.0,36,0.1461,163.76,4,16,15567,2,5,14000.0,3,27,0,3,11507,771,5,10.71,0,99,2,0,0,11,0,3798,0.506,13,0,0,5895.210575,5895.21,4750.0,1145.21,0.0,13,170.49,33,0,1,0,2,2
30069,8500,8500,6475.0,36,0.0988,273.79,2,6,12509,2,5,76000.0,1,23,0,3,10150,297,10,21.19,0,270,4,0,0,12,0,35178,0.037,53,0,0,8881.036428,6765.28,8500.0,381.04,0.0,79,5790.63,11,0,1,0,2,2
